level-0,level-1,level-2,level-3,level-4,level-5
387468,367040-467040,367040-567040,367040-767040,367040-1167040,any
387568,367139-467139,367139-567139,367139-767139,367139-1167139,any
387569,367139-467139,367139-567139,367139-767139,367139-1167139,any
387641,367210-467210,367210-567210,367210-767210,367210-1167210,any
387770,367338-467338,367338-567338,367338-767338,367338-1167338,any
387776,367343-467343,367343-567343,367343-767343,367343-1167343,any
387777,367343-467343,367343-567343,367343-767343,367343-1167343,any
387779,367344-467344,367344-567344,367344-767344,367344-1167344,any
387839,367403-467403,367403-567403,367403-767403,367403-1167403,any
387844,367407-467407,367407-567407,367407-767407,367407-1167407,any
387871,367433-467433,367433-567433,367433-767433,367433-1167433,any
388023,367584-467584,367584-567584,367584-767584,367584-1167584,any
388093,367653-467653,367653-567653,367653-767653,367653-1167653,any
388112,367671-467671,367671-567671,367671-767671,367671-1167671,any
388156,367714-467714,367714-567714,367714-767714,367714-1167714,any
388247,367804-467804,367804-567804,367804-767804,367804-1167804,any
388252,367808-467808,367808-567808,367808-767808,367808-1167808,any
388384,367939-467939,367939-567939,367939-767939,367939-1167939,any
388496,368050-468050,368050-568050,368050-768050,368050-1168050,any
388594,368147-468147,368147-568147,368147-768147,368147-1168147,any
388625,368177-468177,368177-568177,368177-768177,368177-1168177,any
388672,368223-468223,368223-568223,368223-768223,368223-1168223,any
388725,368275-468275,368275-568275,368275-768275,368275-1168275,any
388741,368290-468290,368290-568290,368290-768290,368290-1168290,any
388811,368359-468359,368359-568359,368359-768359,368359-1168359,any
388812,368359-468359,368359-568359,368359-768359,368359-1168359,any
388849,368395-468395,368395-568395,368395-768395,368395-1168395,any
388885,368430-468430,368430-568430,368430-768430,368430-1168430,any
388998,368542-468542,368542-568542,368542-768542,368542-1168542,any
389143,368686-468686,368686-568686,368686-768686,368686-1168686,any
389147,368689-468689,368689-568689,368689-768689,368689-1168689,any
389254,368795-468795,368795-568795,368795-768795,368795-1168795,any
389270,368810-468810,368810-568810,368810-768810,368810-1168810,any
389479,369018-469018,369018-569018,369018-769018,369018-1169018,any
389713,369251-469251,369251-569251,369251-769251,369251-1169251,any
389725,369262-469262,369262-569262,369262-769262,369262-1169262,any
389755,369291-469291,369291-569291,369291-769291,369291-1169291,any
389765,369300-469300,369300-569300,369300-769300,369300-1169300,any
389843,369377-469377,369377-569377,369377-769377,369377-1169377,any
389850,369383-469383,369383-569383,369383-769383,369383-1169383,any
389856,369388-469388,369388-569388,369388-769388,369388-1169388,any
389857,369388-469388,369388-569388,369388-769388,369388-1169388,any
389932,369462-469462,369462-569462,369462-769462,369462-1169462,any
389942,369471-469471,369471-569471,369471-769471,369471-1169471,any
390157,369685-469685,369685-569685,369685-769685,369685-1169685,any
390316,369843-469843,369843-569843,369843-769843,369843-1169843,any
390348,369874-469874,369874-569874,369874-769874,369874-1169874,any
390368,369893-469893,369893-569893,369893-769893,369893-1169893,any
390369,369893-469893,369893-569893,369893-769893,369893-1169893,any
390472,369995-469995,369995-569995,369995-769995,369995-1169995,any
390608,370130-470130,370130-570130,370130-770130,370130-1170130,any
390657,370178-470178,370178-570178,370178-770178,370178-1170178,any
390781,370301-470301,370301-570301,370301-770301,370301-1170301,any
390817,370336-470336,370336-570336,370336-770336,370336-1170336,any
390856,370374-470374,370374-570374,370374-770374,370374-1170374,any
390867,370384-470384,370384-570384,370384-770384,370384-1170384,any
390879,370395-470395,370395-570395,370395-770395,370395-1170395,any
390997,370512-470512,370512-570512,370512-770512,370512-1170512,any
391016,370530-470530,370530-570530,370530-770530,370530-1170530,any
391040,370553-470553,370553-570553,370553-770553,370553-1170553,any
391114,370626-470626,370626-570626,370626-770626,370626-1170626,any
391121,370632-470632,370632-570632,370632-770632,370632-1170632,any
391122,370632-470632,370632-570632,370632-770632,370632-1170632,any
391171,370680-470680,370680-570680,370680-770680,370680-1170680,any
391192,370700-470700,370700-570700,370700-770700,370700-1170700,any
391257,370764-470764,370764-570764,370764-770764,370764-1170764,any
391329,370835-470835,370835-570835,370835-770835,370835-1170835,any
391349,370854-470854,370854-570854,370854-770854,370854-1170854,any
391468,370972-470972,370972-570972,370972-770972,370972-1170972,any
391585,371088-471088,371088-571088,371088-771088,371088-1171088,any
391591,371093-471093,371093-571093,371093-771093,371093-1171093,any
391679,371180-471180,371180-571180,371180-771180,371180-1171180,any
391736,371236-471236,371236-571236,371236-771236,371236-1171236,any
391744,371243-471243,371243-571243,371243-771243,371243-1171243,any
391867,371365-471365,371365-571365,371365-771365,371365-1171365,any
391874,371371-471371,371371-571371,371371-771371,371371-1171371,any
391926,371422-471422,371422-571422,371422-771422,371422-1171422,any
392100,371595-471595,371595-571595,371595-771595,371595-1171595,any
392160,371654-471654,371654-571654,371654-771654,371654-1171654,any
392167,371660-471660,371660-571660,371660-771660,371660-1171660,any
392286,371778-471778,371778-571778,371778-771778,371778-1171778,any
392325,371816-471816,371816-571816,371816-771816,371816-1171816,any
392487,371977-471977,371977-571977,371977-771977,371977-1171977,any
392502,371991-471991,371991-571991,371991-771991,371991-1171991,any
392668,372156-472156,372156-572156,372156-772156,372156-1172156,any
392694,372181-472181,372181-572181,372181-772181,372181-1172181,any
392812,372298-472298,372298-572298,372298-772298,372298-1172298,any
392886,372371-472371,372371-572371,372371-772371,372371-1172371,any
393248,372732-472732,372732-572732,372732-772732,372732-1172732,any
393264,372747-472747,372747-572747,372747-772747,372747-1172747,any
393354,372836-472836,372836-572836,372836-772836,372836-1172836,any
393357,372838-472838,372838-572838,372838-772838,372838-1172838,any
393360,372840-472840,372840-572840,372840-772840,372840-1172840,any
393376,372855-472855,372855-572855,372855-772855,372855-1172855,any
393480,372958-472958,372958-572958,372958-772958,372958-1172958,any
393673,373150-473150,373150-573150,373150-773150,373150-1173150,any
393712,373188-473188,373188-573188,373188-773188,373188-1173188,any
393715,373190-473190,373190-573190,373190-773190,373190-1173190,any
393728,373202-473202,373202-573202,373202-773202,373202-1173202,any
393768,373241-473241,373241-573241,373241-773241,373241-1173241,any
393945,373417-473417,373417-573417,373417-773417,373417-1173417,any
393965,373436-473436,373436-573436,373436-773436,373436-1173436,any
394176,373646-473646,373646-573646,373646-773646,373646-1173646,any
394447,373916-473916,373916-573916,373916-773916,373916-1173916,any
394474,373942-473942,373942-573942,373942-773942,373942-1173942,any
394484,373951-473951,373951-573951,373951-773951,373951-1173951,any
394503,373969-473969,373969-573969,373969-773969,373969-1173969,any
394534,373999-473999,373999-573999,373999-773999,373999-1173999,any
394612,374076-474076,374076-574076,374076-774076,374076-1174076,any
394669,374132-474132,374132-574132,374132-774132,374132-1174132,any
394727,374189-474189,374189-574189,374189-774189,374189-1174189,any
394820,374281-474281,374281-574281,374281-774281,374281-1174281,any
394860,374320-474320,374320-574320,374320-774320,374320-1174320,any
394927,374386-474386,374386-574386,374386-774386,374386-1174386,any
395022,374480-474480,374480-574480,374480-774480,374480-1174480,any
395026,374483-474483,374483-574483,374483-774483,374483-1174483,any
395078,374534-474534,374534-574534,374534-774534,374534-1174534,any
395170,374625-474625,374625-574625,374625-774625,374625-1174625,any
395297,374751-474751,374751-574751,374751-774751,374751-1174751,any
395368,374821-474821,374821-574821,374821-774821,374821-1174821,any
395512,374964-474964,374964-574964,374964-774964,374964-1174964,any
395567,375018-475018,375018-575018,375018-775018,375018-1175018,any
395736,375186-475186,375186-575186,375186-775186,375186-1175186,any
395831,375280-475280,375280-575280,375280-775280,375280-1175280,any
396099,375547-475547,375547-575547,375547-775547,375547-1175547,any
396116,375563-475563,375563-575563,375563-775563,375563-1175563,any
396270,375716-475716,375716-575716,375716-775716,375716-1175716,any
396467,375912-475912,375912-575912,375912-775912,375912-1175912,any
396482,375926-475926,375926-575926,375926-775926,375926-1175926,any
396538,375981-475981,375981-575981,375981-775981,375981-1175981,any
396595,376037-476037,376037-576037,376037-776037,376037-1176037,any
396633,376074-476074,376074-576074,376074-776074,376074-1176074,any
396722,376162-476162,376162-576162,376162-776162,376162-1176162,any
396745,376184-476184,376184-576184,376184-776184,376184-1176184,any
396758,376196-476196,376196-576196,376196-776196,376196-1176196,any
396790,376227-476227,376227-576227,376227-776227,376227-1176227,any
396878,376314-476314,376314-576314,376314-776314,376314-1176314,any
396895,376330-476330,376330-576330,376330-776330,376330-1176330,any
397280,376714-476714,376714-576714,376714-776714,376714-1176714,any
397307,376740-476740,376740-576740,376740-776740,376740-1176740,any
397317,376749-476749,376749-576749,376749-776749,376749-1176749,any
397346,376777-476777,376777-576777,376777-776777,376777-1176777,any
397466,376896-476896,376896-576896,376896-776896,376896-1176896,any
397467,376896-476896,376896-576896,376896-776896,376896-1176896,any
397831,377259-477259,377259-577259,377259-777259,377259-1177259,any
397877,377304-477304,377304-577304,377304-777304,377304-1177304,any
397962,377388-477388,377388-577388,377388-777388,377388-1177388,any
397963,377388-477388,377388-577388,377388-777388,377388-1177388,any
398001,377425-477425,377425-577425,377425-777425,377425-1177425,any
398019,377442-477442,377442-577442,377442-777442,377442-1177442,any
398067,377489-477489,377489-577489,377489-777489,377489-1177489,any
398212,377633-477633,377633-577633,377633-777633,377633-1177633,any
398220,377640-477640,377640-577640,377640-777640,377640-1177640,any
398473,377892-477892,377892-577892,377892-777892,377892-1177892,any
398625,378043-478043,378043-578043,378043-778043,378043-1178043,any
398626,378043-478043,378043-578043,378043-778043,378043-1178043,any
398652,378068-478068,378068-578068,378068-778068,378068-1178068,any
398662,378077-478077,378077-578077,378077-778077,378077-1178077,any
398827,378241-478241,378241-578241,378241-778241,378241-1178241,any
398843,378256-478256,378256-578256,378256-778256,378256-1178256,any
398904,378316-478316,378316-578316,378316-778316,378316-1178316,any
398918,378329-478329,378329-578329,378329-778329,378329-1178329,any
398931,378341-478341,378341-578341,378341-778341,378341-1178341,any
398986,378395-478395,378395-578395,378395-778395,378395-1178395,any
398988,378396-478396,378396-578396,378396-778396,378396-1178396,any
399020,378427-478427,378427-578427,378427-778427,378427-1178427,any
399022,378428-478428,378428-578428,378428-778428,378428-1178428,any
399052,378457-478457,378457-578457,378457-778457,378457-1178457,any
399087,378491-478491,378491-578491,378491-778491,378491-1178491,any
399088,378491-478491,378491-578491,378491-778491,378491-1178491,any
399155,378557-478557,378557-578557,378557-778557,378557-1178557,any
399246,378647-478647,378647-578647,378647-778647,378647-1178647,any
399386,378786-478786,378786-578786,378786-778786,378786-1178786,any
399387,378786-478786,378786-578786,378786-778786,378786-1178786,any
399449,378847-478847,378847-578847,378847-778847,378847-1178847,any
399522,378919-478919,378919-578919,378919-778919,378919-1178919,any
399904,379300-479300,379300-579300,379300-779300,379300-1179300,any
400004,379399-479399,379399-579399,379399-779399,379399-1179399,any
400061,379455-479455,379455-579455,379455-779455,379455-1179455,any
400132,379525-479525,379525-579525,379525-779525,379525-1179525,any
400225,379617-479617,379617-579617,379617-779617,379617-1179617,any
400285,379676-479676,379676-579676,379676-779676,379676-1179676,any
400356,379746-479746,379746-579746,379746-779746,379746-1179746,any
400416,379805-479805,379805-579805,379805-779805,379805-1179805,any
400443,379831-479831,379831-579831,379831-779831,379831-1179831,any
400535,379922-479922,379922-579922,379922-779922,379922-1179922,any
400616,380002-480002,380002-580002,380002-780002,380002-1180002,any
400630,380015-480015,380015-580015,380015-780015,380015-1180015,any
400635,380019-480019,380019-580019,380019-780019,380019-1180019,any
400943,380326-480326,380326-580326,380326-780326,380326-1180326,any
400966,380348-480348,380348-580348,380348-780348,380348-1180348,any
401051,380432-480432,380432-580432,380432-780432,380432-1180432,any
401104,380484-480484,380484-580484,380484-780484,380484-1180484,any
401118,380497-480497,380497-580497,380497-780497,380497-1180497,any
401134,380512-480512,380512-580512,380512-780512,380512-1180512,any
401198,380575-480575,380575-580575,380575-780575,380575-1180575,any
401333,380709-480709,380709-580709,380709-780709,380709-1180709,any
