level-0,level-1,level-2,level-3
343052,323550-523550,323550-923550,any
343059,323556-523556,323556-923556,any
343061,323557-523557,323557-923557,any
343068,323563-523563,323563-923563,any
343079,323573-523573,323573-923573,any
343121,323614-523614,323614-923614,any
343161,323653-523653,323653-923653,any
343190,323681-523681,323681-923681,any
343200,323690-523690,323690-923690,any
343231,323720-523720,323720-923720,any
343242,323730-523730,323730-923730,any
343377,323864-523864,323864-923864,any
343403,323889-523889,323889-923889,any
343440,323925-523925,323925-923925,any
343447,323931-523931,323931-923931,any
343476,323959-523959,323959-923959,any
343506,323988-523988,323988-923988,any
343553,324034-524034,324034-924034,any
343579,324059-524059,324059-924059,any
343591,324070-524070,324070-924070,any
343609,324087-524087,324087-924087,any
343642,324119-524119,324119-924119,any
343646,324122-524122,324122-924122,any
343699,324174-524174,324174-924174,any
343721,324195-524195,324195-924195,any
343742,324215-524215,324215-924215,any
343748,324220-524220,324220-924220,any
343789,324260-524260,324260-924260,any
343847,324317-524317,324317-924317,any
343849,324318-524318,324318-924318,any
343872,324340-524340,324340-924340,any
343925,324392-524392,324392-924392,any
343944,324410-524410,324410-924410,any
343957,324422-524422,324422-924422,any
344060,324524-524524,324524-924524,any
344073,324536-524536,324536-924536,any
344128,324590-524590,324590-924590,any
344129,324590-524590,324590-924590,any
344152,324612-524612,324612-924612,any
344157,324616-524616,324616-924616,any
344172,324630-524630,324630-924630,any
344176,324633-524633,324633-924633,any
344200,324656-524656,324656-924656,any
344275,324730-524730,324730-924730,any
344278,324732-524732,324732-924732,any
344329,324782-524782,324782-924782,any
344351,324803-524803,324803-924803,any
344394,324845-524845,324845-924845,any
344414,324864-524864,324864-924864,any
344415,324864-524864,324864-924864,any
344425,324873-524873,324873-924873,any
344480,324927-524927,324927-924927,any
344492,324938-524938,324938-924938,any
344572,325017-525017,325017-925017,any
344621,325065-525065,325065-925065,any
344624,325067-525067,325067-925067,any
344719,325161-525161,325161-925161,any
344742,325183-525183,325183-925183,any
344743,325183-525183,325183-925183,any
344804,325243-525243,325243-925243,any
344855,325293-525293,325293-925293,any
344858,325295-525295,325295-925295,any
344891,325327-525327,325327-925327,any
344916,325351-525351,325351-925351,any
344920,325354-525354,325354-925354,any
344991,325424-525424,325424-925424,any
345006,325438-525438,325438-925438,any
345073,325504-525504,325504-925504,any
345121,325551-525551,325551-925551,any
345122,325551-525551,325551-925551,any
345236,325664-525664,325664-925664,any
345259,325686-525686,325686-925686,any
345277,325703-525703,325703-925703,any
345285,325710-525710,325710-925710,any
345339,325763-525763,325763-925763,any
345360,325783-525783,325783-925783,any
345363,325785-525785,325785-925785,any
345403,325824-525824,325824-925824,any
345405,325825-525825,325825-925825,any
345489,325908-525908,325908-925908,any
345493,325911-525911,325911-925911,any
345497,325914-525914,325914-925914,any
345504,325920-525920,325920-925920,any
345522,325937-525937,325937-925937,any
345705,326119-526119,326119-926119,any
345712,326125-526125,326125-926125,any
345730,326142-526142,326142-926142,any
345780,326191-526191,326191-926191,any
345789,326199-526199,326199-926199,any
345831,326240-526240,326240-926240,any
345898,326306-526306,326306-926306,any
345911,326318-526318,326318-926318,any
345969,326375-526375,326375-926375,any
346014,326419-526419,326419-926419,any
346033,326437-526437,326437-926437,any
346034,326437-526437,326437-926437,any
346053,326455-526455,326455-926455,any
346122,326523-526523,326523-926523,any
346159,326559-526559,326559-926559,any
346189,326588-526588,326588-926588,any
346253,326651-526651,326651-926651,any
346275,326672-526672,326672-926672,any
346321,326717-526717,326717-926717,any
346341,326736-526736,326736-926736,any
346382,326776-526776,326776-926776,any
346406,326799-526799,326799-926799,any
346478,326870-526870,326870-926870,any
346480,326871-526871,326871-926871,any
346532,326922-526922,326922-926922,any
346594,326983-526983,326983-926983,any
346635,327023-527023,327023-927023,any
346668,327055-527055,327055-927055,any
346693,327079-527079,327079-927079,any
346754,327139-527139,327139-927139,any
346762,327146-527146,327146-927146,any
346766,327149-527149,327149-927149,any
346847,327229-527229,327229-927229,any
346871,327252-527252,327252-927252,any
346909,327289-527289,327289-927289,any
346963,327342-527342,327342-927342,any
346964,327342-527342,327342-927342,any
346975,327352-527352,327352-927352,any
346978,327354-527354,327354-927354,any
347025,327400-527400,327400-927400,any
347089,327463-527463,327463-927463,any
347132,327505-527505,327505-927505,any
347153,327525-527525,327525-927525,any
347166,327537-527537,327537-927537,any
347292,327662-527662,327662-927662,any
347321,327690-527690,327690-927690,any
347322,327690-527690,327690-927690,any
347336,327703-527703,327703-927703,any
347434,327800-527800,327800-927800,any
347446,327811-527811,327811-927811,any
347491,327855-527855,327855-927855,any
347513,327876-527876,327876-927876,any
347519,327881-527881,327881-927881,any
347530,327891-527891,327891-927891,any
347623,327983-527983,327983-927983,any
347653,328012-528012,328012-928012,any
347692,328050-528050,328050-928050,any
347720,328077-528077,328077-928077,any
347803,328159-528159,328159-928159,any
347814,328169-528169,328169-928169,any
347834,328188-528188,328188-928188,any
347867,328220-528220,328220-928220,any
347890,328242-528242,328242-928242,any
347910,328261-528261,328261-928261,any
347934,328284-528284,328284-928284,any
347935,328284-528284,328284-928284,any
347960,328308-528308,328308-928308,any
348022,328369-528369,328369-928369,any
348038,328384-528384,328384-928384,any
348092,328437-528437,328437-928437,any
348099,328443-528443,328443-928443,any
348144,328487-528487,328487-928487,any
348148,328490-528490,328490-928490,any
348152,328493-528493,328493-928493,any
348172,328512-528512,328512-928512,any
348416,328755-528755,328755-928755,any
348420,328758-528758,328758-928758,any
348430,328767-528767,328767-928767,any
348460,328796-528796,328796-928796,any
348491,328826-528826,328826-928826,any
348504,328838-528838,328838-928838,any
348521,328854-528854,328854-928854,any
348588,328920-528920,328920-928920,any
348592,328923-528923,328923-928923,any
348618,328948-528948,328948-928948,any
348690,329019-529019,329019-929019,any
348728,329056-529056,329056-929056,any
348739,329066-529066,329066-929066,any
348751,329077-529077,329077-929077,any
348771,329096-529096,329096-929096,any
348796,329120-529120,329120-929120,any
348802,329125-529125,329125-929125,any
348854,329176-529176,329176-929176,any
348886,329207-529207,329207-929207,any
348960,329280-529280,329280-929280,any
348986,329305-529305,329305-929305,any
349022,329340-529340,329340-929340,any
349028,329345-529345,329345-929345,any
349041,329357-529357,329357-929357,any
349066,329381-529381,329381-929381,any
349116,329430-529430,329430-929430,any
349148,329461-529461,329461-929461,any
349151,329463-529463,329463-929463,any
349154,329465-529465,329465-929465,any
349169,329479-529479,329479-929479,any
349190,329499-529499,329499-929499,any
349221,329529-529529,329529-929529,any
349230,329537-529537,329537-929537,any
349304,329610-529610,329610-929610,any
349340,329645-529645,329645-929645,any
349341,329645-529645,329645-929645,any
349347,329650-529650,329650-929650,any
349365,329667-529667,329667-929667,any
349368,329669-529669,329669-929669,any
349405,329705-529705,329705-929705,any
349431,329730-529730,329730-929730,any
349502,329800-529800,329800-929800,any
349620,329917-529917,329917-929917,any
349633,329929-529929,329929-929929,any
349689,329984-529984,329984-929984,any
349691,329985-529985,329985-929985,any
349703,329996-529996,329996-929996,any
349795,330087-530087,330087-930087,any
349884,330175-530175,330175-930175,any
349898,330188-530188,330188-930188,any
349910,330199-530199,330199-930199,any
349986,330274-530274,330274-930274,any
350001,330288-530288,330288-930288,any
350162,330448-530448,330448-930448,any
350181,330466-530466,330466-930466,any
350247,330531-530531,330531-930531,any
350254,330537-530537,330537-930537,any
350379,330661-530661,330661-930661,any
350387,330668-530668,330668-930668,any
350440,330720-530720,330720-930720,any
350498,330777-530777,330777-930777,any
350603,330881-530881,330881-930881,any
350624,330901-530901,330901-930901,any
350651,330927-530927,330927-930927,any
350661,330936-530936,330936-930936,any
350680,330954-530954,330954-930954,any
350759,331032-531032,331032-931032,any
350783,331055-531055,331055-931055,any
350845,331116-531116,331116-931116,any
350853,331123-531123,331123-931123,any
350979,331248-531248,331248-931248,any
350995,331263-531263,331263-931263,any
351040,331307-531307,331307-931307,any
351084,331350-531350,331350-931350,any
351141,331406-531406,331406-931406,any
351161,331425-531425,331425-931425,any
351187,331450-531450,331450-931450,any
351195,331457-531457,331457-931457,any
351228,331489-531489,331489-931489,any
351278,331538-531538,331538-931538,any
351299,331558-531558,331558-931558,any
351324,331582-531582,331582-931582,any
351350,331607-531607,331607-931607,any
351381,331637-531637,331637-931637,any
351402,331657-531657,331657-931657,any
351576,331830-531830,331830-931830,any
351711,331964-531964,331964-931964,any
351731,331983-531983,331983-931983,any
351802,332053-532053,332053-932053,any
351810,332060-532060,332060-932060,any
351869,332118-532118,332118-932118,any
351871,332119-532119,332119-932119,any
351952,332199-532199,332199-932199,any
352005,332251-532251,332251-932251,any
352056,332301-532301,332301-932301,any
352057,332301-532301,332301-932301,any
352094,332337-532337,332337-932337,any
352139,332381-532381,332381-932381,any
352156,332397-532397,332397-932397,any
352188,332428-532428,332428-932428,any
352196,332435-532435,332435-932435,any
352207,332445-532445,332445-932445,any
352248,332485-532485,332485-932485,any
352448,332684-532684,332684-932684,any
352465,332700-532700,332700-932700,any
352542,332776-532776,332776-932776,any
352606,332839-532839,332839-932839,any
352612,332844-532844,332844-932844,any
352614,332845-532845,332845-932845,any
352628,332858-532858,332858-932858,any
352640,332869-532869,332869-932869,any
352712,332940-532940,332940-932940,any
352768,332995-532995,332995-932995,any
352806,333032-533032,333032-933032,any
352812,333037-533037,333037-933037,any
352834,333058-533058,333058-933058,any
352882,333105-533105,333105-933105,any
352971,333193-533193,333193-933193,any
353010,333231-533231,333231-933231,any
353012,333232-533232,333232-933232,any
353039,333258-533258,333258-933258,any
353142,333360-533360,333360-933360,any
353195,333412-533412,333412-933412,any
353213,333429-533429,333429-933429,any
353219,333434-533434,333434-933434,any
353244,333458-533458,333458-933458,any
353263,333476-533476,333476-933476,any
353270,333482-533482,333482-933482,any
353281,333492-533492,333492-933492,any
353298,333508-533508,333508-933508,any
353352,333561-533561,333561-933561,any
353358,333566-533566,333566-933566,any
353396,333603-533603,333603-933603,any
353432,333638-533638,333638-933638,any
353512,333717-533717,333717-933717,any
353524,333728-533728,333728-933728,any
353541,333744-533744,333744-933744,any
353628,333830-533830,333830-933830,any
353696,333897-533897,333897-933897,any
353795,333995-533995,333995-933995,any
353808,334007-534007,334007-934007,any
353824,334022-534022,334022-934022,any
353881,334078-534078,334078-934078,any
353927,334123-534123,334123-934123,any
353994,334189-534189,334189-934189,any
354024,334218-534218,334218-934218,any
354037,334230-534230,334230-934230,any
354075,334267-534267,334267-934267,any
354078,334269-534269,334269-934269,any
354095,334285-534285,334285-934285,any
354104,334293-534293,334293-934293,any
354148,334336-534336,334336-934336,any
354201,334388-534388,334388-934388,any
354351,334537-534537,334537-934537,any
354405,334590-534590,334590-934590,any
354408,334592-534592,334592-934592,any
354464,334647-534647,334647-934647,any
354529,334711-534711,334711-934711,any
354558,334739-534739,334739-934739,any
354573,334753-534753,334753-934753,any
354591,334770-534770,334770-934770,any
354739,334917-534917,334917-934917,any
354784,334961-534961,334961-934961,any
354923,335099-535099,335099-935099,any
354929,335104-535104,335104-935104,any
354962,335136-535136,335136-935136,any
355053,335226-535226,335226-935226,any
355259,335431-535431,335431-935431,any
355287,335458-535458,335458-935458,any
355320,335490-535490,335490-935490,any
355468,335637-535637,335637-935637,any
355477,335645-535645,335645-935645,any
355551,335718-535718,335718-935718,any
